pmid,title,year,journal,stratum_id,age_group,sex,clinical_cohort,setting,treatment_category,treatment_names,outcome_direction,risk_factors,symptoms
37140441,Associations Between Adverse Childhood Experiences and Stressful Life Events and Health Outcomes in Pregnant and Breastfeeding Women from Diverse Racial and Ethnic Groups.,2023.0,Journal of women's health (2002),male|outpatient,unspecified,male,unspecified,outpatient,other,,unspecified,Triggers; or Risk Factors:**,
37140441,Associations Between Adverse Childhood Experiences and Stressful Life Events and Health Outcomes in Pregnant and Breastfeeding Women from Diverse Racial and Ethnic Groups.,2023.0,Journal of women's health (2002),primary_care,unspecified,unspecified,unspecified,primary_care,other,,unspecified,Triggers; or Risk Factors:**,
37140441,Associations Between Adverse Childhood Experiences and Stressful Life Events and Health Outcomes in Pregnant and Breastfeeding Women from Diverse Racial and Ethnic Groups.,2023.0,Journal of women's health (2002),outpatient,unspecified,unspecified,unspecified,outpatient,other,,unspecified,Triggers; or Risk Factors:**,
37990838,Relations between concussion symptoms and depression among patients with mild traumatic brain injury: A moderated mediation model.,2023.0,Journal of nursing scholarship : an official publication of Sigma Theta Tau International Honor Society of Nursing,adults,adults,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,following mild traumatic brain injury (mTBI) are positively associated with depression.
37990838,Relations between concussion symptoms and depression among patients with mild traumatic brain injury: A moderated mediation model.,2023.0,Journal of nursing scholarship : an official publication of Sigma Theta Tau International Honor Society of Nursing,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,following mild traumatic brain injury (mTBI) are positively associated with depression.
34121827,The role of emotion regulation and maternal symptoms in Turkish mothers' caregiving helplessness during toddlerhood.,2023.0,"Current psychology (New Brunswick, N.J.)",older_adults,older_adults,unspecified,unspecified,unspecified,psychotherapy,act,unspecified,triggers; or risk factors:** Maternal anxiety (but not maternal depression) and the use of expressive suppression (an emotion regulation strategy) are identified as risk factors for caregiving helplessness during toddlerhood. Cognitive reappraisal was not found to predict caregiving helplessness. Socio-economic status (SES) indirectly affects caregiving helplessness via expressive suppression.,
34121827,The role of emotion regulation and maternal symptoms in Turkish mothers' caregiving helplessness during toddlerhood.,2023.0,"Current psychology (New Brunswick, N.J.)",children,children,unspecified,unspecified,unspecified,psychotherapy,act,unspecified,triggers; or risk factors:** Maternal anxiety (but not maternal depression) and the use of expressive suppression (an emotion regulation strategy) are identified as risk factors for caregiving helplessness during toddlerhood. Cognitive reappraisal was not found to predict caregiving helplessness. Socio-economic status (SES) indirectly affects caregiving helplessness via expressive suppression.,
37698917,The crisis of physician well-being in Nepal: a multifaceted dilemma demanding urgent intervention.,2023.0,International journal for quality in health care : journal of the International Society for Quality in Health Care,general,unspecified,unspecified,unspecified,unspecified,other,,benefit,Triggers; or Risk Factors**: High levels of burnout; stress; and depression among healthcare professionals are linked to the COVID-19 pandemic; inadequate recruitment in government hospitals; healthcare professional shortages; inefficient resource distribution; attacks on physicians; and challenging rural healthcare conditions.,
37363542,Exploring the relationship between insomnia and depression: a cross-sectional prospective study.,2023.0,Annals of medicine and surgery (2012),adults|female|outpatient,adults,female,unspecified,outpatient,other,,unspecified,** Insomnia (as measured by the Pittsburgh Sleep Quality Index; PSQI) is significantly associated with depressive symptoms (as measured by the Beck Depression Inventory; BDI). The study found a strong positive correlation (r=0.67; p<0.001) between sleep disturbances and depression.,(as measured by the Beck Depression Inventory; BDI). The study found a strong positive correlation (r=0.67; p<0.001) between sleep disturbances and depression.
37363542,Exploring the relationship between insomnia and depression: a cross-sectional prospective study.,2023.0,Annals of medicine and surgery (2012),adults|male|outpatient,adults,male,unspecified,outpatient,other,,unspecified,** Insomnia (as measured by the Pittsburgh Sleep Quality Index; PSQI) is significantly associated with depressive symptoms (as measured by the Beck Depression Inventory; BDI). The study found a strong positive correlation (r=0.67; p<0.001) between sleep disturbances and depression.,(as measured by the Beck Depression Inventory; BDI). The study found a strong positive correlation (r=0.67; p<0.001) between sleep disturbances and depression.
37363542,Exploring the relationship between insomnia and depression: a cross-sectional prospective study.,2023.0,Annals of medicine and surgery (2012),adults|outpatient,adults,unspecified,unspecified,outpatient,other,,unspecified,** Insomnia (as measured by the Pittsburgh Sleep Quality Index; PSQI) is significantly associated with depressive symptoms (as measured by the Beck Depression Inventory; BDI). The study found a strong positive correlation (r=0.67; p<0.001) between sleep disturbances and depression.,(as measured by the Beck Depression Inventory; BDI). The study found a strong positive correlation (r=0.67; p<0.001) between sleep disturbances and depression.
37363542,Exploring the relationship between insomnia and depression: a cross-sectional prospective study.,2023.0,Annals of medicine and surgery (2012),female|outpatient,unspecified,female,unspecified,outpatient,other,,unspecified,** Insomnia (as measured by the Pittsburgh Sleep Quality Index; PSQI) is significantly associated with depressive symptoms (as measured by the Beck Depression Inventory; BDI). The study found a strong positive correlation (r=0.67; p<0.001) between sleep disturbances and depression.,(as measured by the Beck Depression Inventory; BDI). The study found a strong positive correlation (r=0.67; p<0.001) between sleep disturbances and depression.
37363542,Exploring the relationship between insomnia and depression: a cross-sectional prospective study.,2023.0,Annals of medicine and surgery (2012),male|outpatient,unspecified,male,unspecified,outpatient,other,,unspecified,** Insomnia (as measured by the Pittsburgh Sleep Quality Index; PSQI) is significantly associated with depressive symptoms (as measured by the Beck Depression Inventory; BDI). The study found a strong positive correlation (r=0.67; p<0.001) between sleep disturbances and depression.,(as measured by the Beck Depression Inventory; BDI). The study found a strong positive correlation (r=0.67; p<0.001) between sleep disturbances and depression.
37363542,Exploring the relationship between insomnia and depression: a cross-sectional prospective study.,2023.0,Annals of medicine and surgery (2012),outpatient,unspecified,unspecified,unspecified,outpatient,other,,unspecified,** Insomnia (as measured by the Pittsburgh Sleep Quality Index; PSQI) is significantly associated with depressive symptoms (as measured by the Beck Depression Inventory; BDI). The study found a strong positive correlation (r=0.67; p<0.001) between sleep disturbances and depression.,(as measured by the Beck Depression Inventory; BDI). The study found a strong positive correlation (r=0.67; p<0.001) between sleep disturbances and depression.
36827815,Depression and anxiety are associated with poor outcomes in patients with inflammatory bowel disease: A nationwide population-based cohort study in South Korea.,2023.0,General hospital psychiatry,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,triggers; or risk factors:**,
37410421,Impact of warm mindfulness on emotion regulation: A randomized controlled effectiveness trial.,2023.0,"Health psychology : official journal of the Division of Health Psychology, American Psychological Association",adults|primary_care,adults,unspecified,unspecified,primary_care,other,,unspecified,Triggers; or Risk Factors for Depression/Anxiety**:,
